airline_name,overall_score,review_title,reviewer_country,review_date,aircraft_model,travel_type,seat_type,route,date_flown,seat_comfort_rating,service_rating,food_rating,entertainment_rating,groundservice_rating,wifi_rating,value_rating,recommended,year,month
turkish-airlines,1,disgusting way they mistreat clients, Australia ,2020-07-30,,Solo Leisure,Economy Class,Montreal to Sofia via Instambul,March 2020,0,0,0,0,0,0,1,0,2020,7
turkish-airlines,1,they canceled my flight, Australia ,2020-07-30,,Solo Leisure,Economy Class,Singapore to New York via Istanbul,July 2020,0,0,0,0,0,0,1,0,2020,7
turkish-airlines,1,sitting on customers money, Australia ,2020-07-28,Boeing 787,Couple Leisure,Economy Class,Barcelona to Bangkok via Istanbul,July 2020,0,0,0,0,0,0,4,0,2020,7
turkish-airlines,1,warning to anyone buying a ticket, Australia ,2020-07-27,,Business,Economy Class,Istanbul to Copenhagen,November 2019,0,0,0,0,0,0,1,0,2020,7
turkish-airlines,2,deceiving you as a customer, Australia ,2020-07-25,,Couple Leisure,Economy Class,Istanbul to Izmir,July 2020,3,2,0,0,1,0,2,0,2020,7
turkish-airlines,1,no refund after 3 months, Australia ,2020-07-08,,Solo Leisure,Economy Class,London to Dubrovnik via Istanbul,May 2020,0,0,0,0,0,0,1,0,2020,7
turkish-airlines,1,The worst airline ever, Australia ,2020-07-07,,Solo Leisure,Economy Class,Istanbul to Sao Paulo,March 2020,3,3,3,2,1,2,4,0,2020,7
turkish-airlines,1,don't fly Turkish Airlines, Australia ,2020-07-02,,Business,Economy Class,Denver to Kiev via Chicago / Istanbul,July 2020,0,0,0,0,0,0,1,0,2020,7
turkish-airlines,1,cost-cutting on whatever they can, Turkey ,2020-09-01,Boeing 737-900,Business,Business Class,Istanbul to Basel-Mulhouse,August 2020,3,3,1,3,1,1,1,0,2020,9
turkish-airlines,2,No one is taking social distance, Turkey ,2020-08-31,,Solo Leisure,Economy Class,Chicago to Skopje via Istanbul,August 2020,3,4,1,4,3,0,1,0,2020,8
turkish-airlines,8,seating was really good , Turkey ,2020-08-30,A321-200NEO,Family Leisure,Business Class,Istanbul to Doha,August 2020,4,3,1,1,3,1,5,1,2020,8
turkish-airlines,1,customer service is not helpful at all, Turkey ,2020-08-27,,Solo Leisure,Economy Class,Washington DC to Kigali via Istanbul,March 2020,1,1,1,1,1,1,1,0,2020,8
turkish-airlines,1,experience as horrifying as this one, Turkey ,2020-08-26,,Family Leisure,Economy Class,Dhaka to Manchester via Istanbul,August 2020,2,1,1,2,4,4,1,0,2020,8
turkish-airlines,1,never purchase tickets from this airline, Turkey ,2020-08-24,,Solo Leisure,Economy Class,Abu Dhabi to Warsaw via Istanbul,February 2020,0,0,0,0,0,0,1,0,2020,8
turkish-airlines,1,a very sad experience, Turkey ,2020-08-22,,Solo Leisure,Economy Class,Ankara to New York,December 2019,0,0,0,0,0,0,1,0,2020,8
turkish-airlines,1,A complete nightmare, Turkey ,2020-08-18,,Business,Business Class,Moscow to Berlin via Istanbul,August 2020,0,0,0,0,0,0,1,0,2020,8
turkish-airlines,4,Not happy with my travel experience, Turkey ,2020-08-13,,Family Leisure,Economy Class,Manchester to Istanbul,August 2020,3,2,1,3,3,1,2,0,2020,8
turkish-airlines,5,entirely satisfactory flight, Turkey ,2020-08-10,Boeing 777,Solo Leisure,Business Class,Istanbul to London,August 2020,3,2,1,3,2,4,3,1,2020,8
turkish-airlines,1,never fly with them!, Brazil ,2020-04-20,,Couple Leisure,Economy Class,Sao Paulo to Istanbul,April 2020,0,0,0,0,0,0,1,0,2020,4
turkish-airlines,1,stuck to waste a thousand dollars\, Brazil ,2020-04-15,,Solo Leisure,Economy Class,Chicago to Istanbul,March 2020,0,0,0,0,0,0,1,0,2020,4
turkish-airlines,1,disappointed me extremely, Brazil ,2020-04-14,,Solo Leisure,Economy Class,London to Antalya via Istanbul,March 2020,3,2,0,0,1,0,1,0,2020,4
turkish-airlines,1,refused to refund me my money, Brazil ,2020-04-07,,Solo Leisure,Economy Class,Miami to Tel Aviv via Istanbul,April 2020,0,0,0,0,0,0,1,0,2020,4
turkish-airlines,2,trampling upon consumer rights, Brazil ,2020-04-05,,Solo Leisure,Economy Class,Delhi to Boston via Istanbul,November 2019,0,0,0,0,0,0,1,0,2020,4
turkish-airlines,2,nobody answers me, Brazil ,2020-04-03,,Family Leisure,Economy Class,Ankara to Istanbul,March 2020,3,2,3,3,2,0,2,0,2020,4
turkish-airlines,1,the worst airline ever, Brazil ,2020-04-02,,Couple Leisure,Economy Class,London to Cape Town via Istanbul,March 2020,0,0,0,0,0,0,1,0,2020,4
turkish-airlines,1,can’t get hold of anyone, Brazil ,2020-03-28,,Couple Leisure,Economy Class,Keyseri to Athens via Istanbul,March 2020,1,1,0,0,1,0,1,0,2020,3
turkish-airlines,3,I cannot get a hold of anyone, Brazil ,2020-03-24,,Couple Leisure,Economy Class,Atlanta to Istanbul,March 2020,3,2,4,4,1,1,2,1,2020,3
turkish-airlines,1,they are not reachable, Brazil ,2020-03-22,,Couple Leisure,Economy Class,Seychelles to Budapest via Istanbul,March 2020,3,3,4,0,1,1,1,0,2020,3
turkish-airlines,1,The seats are old, Russian Federation ,2020-03-19,Boeing 737,Solo Leisure,Business Class,Istanbul to Moscow,February 2020,1,3,2,1,3,1,2,0,2020,3
turkish-airlines,1,ceased to provide a business lounge, Russian Federation ,2020-03-19,A321,Solo Leisure,Business Class,St Petersburgh to Istanbul,February 2020,1,3,1,3,1,1,2,0,2020,3
turkish-airlines,4,choice of food is not large, Russian Federation ,2020-03-19,Boeing 787,Solo Leisure,Business Class,Bogota to Istanbul,February 2020,3,2,2,4,3,4,2,0,2020,3
turkish-airlines,4,not comfortable to sit, Russian Federation ,2020-03-19,Boeing 787,Solo Leisure,Business Class,Istanbul to Mexico City,February 2020,3,3,2,4,3,4,2,0,2020,3
turkish-airlines,2,Staff did not look happy to help, Russian Federation ,2020-03-19,,Solo Leisure,Economy Class,London to Ho Chi Minh City via Istanbul,November 2019,1,2,2,3,1,0,1,0,2020,3
turkish-airlines,1,did not get any reply, Russian Federation ,2020-03-16,,Solo Leisure,Economy Class,Mumbai to Berlin via Istanbul,March 2020,0,0,0,0,0,0,1,1,2020,3
turkish-airlines,3,They don't care, Russian Federation ,2020-03-15,,Solo Leisure,Premium Economy,New York to Cape Town via Istanbul,March 2020,0,0,0,0,0,0,2,0,2020,3
turkish-airlines,1,rubbish and rude customer services, Russian Federation ,2020-03-13,,Solo Leisure,Economy Class,London to Istanbul,February 2020,1,1,1,1,1,1,1,0,2020,3
turkish-airlines,1,Do not fly Turkish Airlines, Russian Federation ,2020-03-13,Boeing 737 / 787,Family Leisure,Economy Class,Malta to Bali via Istanbul,March 2020,1,1,1,1,1,1,1,0,2020,3
turkish-airlines,5,check in staff were rude, Russian Federation ,2020-03-12,,Business,Business Class,Istanbul to Bangkok,March 2020,3,5,4,3,1,0,4,1,2020,3
turkish-airlines,9,very good hot meal, Switzerland ,2020-03-10,A321,Solo Leisure,Economy Class,Istanbul to Stuttgart,March 2020,4,5,5,4,4,0,5,1,2020,3
turkish-airlines,8,very good hot meal, Switzerland ,2020-03-10,A321,Business,Economy Class,Stuttgart to Istanbul,March 2020,4,5,5,0,4,0,4,1,2020,3
turkish-airlines,2,disappointing and irresponsible, Switzerland ,2020-03-08,,Family Leisure,Economy Class,Kuala Lumpur to Istanbul,March 2020,0,0,0,0,0,0,1,0,2020,3
turkish-airlines,1,Never travel with them, Switzerland ,2020-03-06,,Solo Leisure,Economy Class,Kathmandu to Cluj-Napoca via Istanbul,January 2020,1,1,1,1,1,1,1,0,2020,3
turkish-airlines,1,very unpleasant experience, Switzerland ,2020-03-03,,Solo Leisure,Economy Class,Chicago to Kazan via Istanbul,March 2020,0,0,0,0,0,0,1,0,2020,3
turkish-airlines,1,totally irresponsible, Switzerland ,2020-03-01,,Family Leisure,Economy Class,Istanbul to Tel Aviv,February 2020,0,0,0,0,0,0,1,0,2020,3
turkish-airlines,1,The worst customer service, Switzerland ,2020-02-29,,Couple Leisure,Economy Class,Male to Amsterdam via Istanbul,February 2020,1,1,1,1,1,1,1,0,2020,2
turkish-airlines,3,mess when it comes to luggage handling, Switzerland ,2020-02-29,,Business,Economy Class,Helsinki to Istanbul via Kathmandu,February 2020,4,4,4,4,1,2,4,0,2020,2
turkish-airlines,1,one of the worst airlines I ever flew, Switzerland ,2020-02-27,,Business,Economy Class,Johannesburg to Dusseldorf via Istanbul,February 2020,1,1,3,2,1,1,3,0,2020,2
turkish-airlines,4,Service unbelievably horrible!, Switzerland ,2020-02-27,,Couple Leisure,Economy Class,Dakar to Prague via Istanbul,February 2020,3,1,4,2,2,1,1,0,2020,2
turkish-airlines,1,airline staff were downright rude, United Arab Emirates ,2020-02-26,,Business,Economy Class,Tashkent to Belgrade via Istanbul,February 2020,1,1,1,1,1,1,1,0,2020,2
turkish-airlines,1,don't care about the customers , United Arab Emirates ,2020-02-23,,Family Leisure,Economy Class,Prague to Sharm el Sheikh via Istanbul,February 2020,1,1,1,1,1,1,1,0,2020,2
turkish-airlines,10,positive overall impression, United Arab Emirates ,2020-02-22,A321-200,Couple Leisure,Economy Class,Istanbul to Vienna,October 2019,5,5,4,5,5,0,5,1,2020,2
turkish-airlines,1,Very bad service, United Arab Emirates ,2020-02-22,,Family Leisure,Economy Class,Atlanta to Istanbul,February 2020,1,1,0,0,1,0,1,0,2020,2
turkish-airlines,7,WiFi onboard was pretty fast, United Arab Emirates ,2020-02-20,A330-200 / 300,Solo Leisure,Business Class,Amsterdam to Bangkok via Istanbul,February 2020,4,4,4,4,4,4,4,1,2020,2
turkish-airlines,3,Catering service was very poor, United Arab Emirates ,2020-02-19,Boeing 777 / A321,Business,Business Class,Dammam to New York via Istanbul,February 2020,2,1,1,3,3,0,3,0,2020,2
turkish-airlines,3,uncaring crew and staff, United Arab Emirates ,2020-02-17,,Couple Leisure,Economy Class,Los Angeles to Lahore via Istanbul,January 2020,3,2,4,3,1,0,2,0,2020,2
turkish-airlines,1,zero concept of customer service, United Arab Emirates ,2020-02-15,Boeing 737-800 / 787,Solo Leisure,Business Class,Dar es Salaam to Washington via Istanbul,February 2020,1,1,0,0,1,0,1,0,2020,2
turkish-airlines,9,food was good, United Arab Emirates ,2020-02-15,A321,Solo Leisure,Economy Class,Amsterdam to Istanbul,June 2019,4,4,4,0,4,0,4,1,2020,2
turkish-airlines,2,Be careful flying with this company, United Arab Emirates ,2020-02-14,,Solo Leisure,Economy Class,Stockholm to Tunis via Istanbul,February 2020,2,1,2,1,1,1,1,0,2020,2
turkish-airlines,3,refuse providing us any help, Ukraine ,2020-01-31,,Family Leisure,Economy Class,Antalya to Odessa via Istanbul,January 2020,4,5,4,4,2,1,2,0,2020,1
turkish-airlines,4,uncomfortable economy class seating, Ukraine ,2020-01-30,Boeing 737,Couple Leisure,Economy Class,Gatwick to Dar es Salaam via Istanbul,January 2020,1,3,3,1,2,1,3,0,2020,1
turkish-airlines,5,arrogant and unhelpful staff, Ukraine ,2020-01-30,,Solo Leisure,Business Class,Frankfurt to Singapore via Istanbul,April 2019,4,4,4,0,1,0,4,0,2020,1
turkish-airlines,5,deteriorating Customer Relations, Ukraine ,2020-01-29,Boeing 737,Solo Leisure,Economy Class,Istanbul to Geneva,January 2020,2,4,5,3,2,0,2,0,2020,1
turkish-airlines,10,offered us blankets and newspapers, Ukraine ,2020-01-22,Boeing 777,Family Leisure,Economy Class,Dubai to Thessaloniki via Istanbul,January 2020,5,5,5,5,5,0,5,1,2020,1
turkish-airlines,2,one of the worst flights, Ukraine ,2020-01-21,Boeing 777,Solo Leisure,Economy Class,Taipei to Porto via Istanbul,December 2019,3,1,3,2,2,1,1,0,2020,1
turkish-airlines,1,worst airline I have travelled, Ukraine ,2020-01-20,,Solo Leisure,Economy Class,Dubai to Amsterdam via Istanbul,January 2020,1,1,1,1,1,1,1,0,2020,1
turkish-airlines,7,everything was good, Ukraine ,2020-01-20,A330-300 / A321,Business,Economy Class,Dhaka to Paris via Istanbul,May 2019,4,4,5,4,1,0,4,1,2020,1
turkish-airlines,9,most definitely recommend, Ukraine ,2020-01-17,Boeing 737,Solo Leisure,Economy Class,Istanbul to London,January 2020,5,5,5,5,5,4,5,1,2020,1
turkish-airlines,1,Not worth the cheaper fare, Ukraine ,2020-01-15,,Solo Leisure,Economy Class,Lisbon to Tokyo Narita via Istanbul,January 2020,2,1,0,0,1,0,1,0,2020,1
turkish-airlines,1,worse than any low cost airline, Albania ,2020-02-12,,Couple Leisure,Economy Class,Bangkok to Tirana via Istanbul,December 2019,4,4,4,3,1,0,2,0,2020,2
turkish-airlines,5,improve staff attitude, Albania ,2020-02-12,Boeing 777-300ER,Solo Leisure,Economy Class,Istanbul to Singapore,January 2020,5,1,3,5,1,4,4,1,2020,2
turkish-airlines,4,arrogant and not friendly, Albania ,2020-02-12,,Family Leisure,Economy Class,Jakarta to Iayseri via Istanbul,February 2020,4,2,3,2,2,2,4,0,2020,2
turkish-airlines,5,disappointing part is the staff, Albania ,2020-02-12,,Solo Leisure,Economy Class,Cairo to Istanbul,January 2020,5,2,4,5,1,3,4,1,2020,2
turkish-airlines,7,Entertainment was good, Albania ,2020-02-10,A330-300 / A321,Business,Economy Class,Dhaka to Paris via Istanbul,May 2019,4,4,4,4,1,0,4,1,2020,2
turkish-airlines,2,frustrated beyond words, Albania ,2020-02-09,,Couple Leisure,Economy Class,Baku to Los Angeles via Istanbul,January 2020,0,0,0,0,0,1,1,0,2020,2
turkish-airlines,1,!they will never refund you, Albania ,2020-02-07,,Couple Leisure,Economy Class,Ulaanbaatar to Paris via Istanbul,February 2020,1,1,1,0,1,0,1,0,2020,2
turkish-airlines,10,food selection and taste the best, Albania ,2020-02-06,,Business,Business Class,Istanbul to Singapore,January 2020,5,5,5,5,5,0,5,1,2020,2
turkish-airlines,1,Terrible experience!, Albania ,2020-02-05,,Family Leisure,Business Class,Amsterdam to Skopje via Istanbul ,November 2019,3,3,3,3,1,0,2,0,2020,2
turkish-airlines,1,Worst customer service, Albania ,2020-01-31,,Family Leisure,Economy Class,Milano to Hanoi via Istanbul,January 2020,1,1,2,1,1,0,2,0,2020,1
turkish-airlines,1,They broke my bag, United States ,2019-12-25,,Family Leisure,Economy Class,Miami to Madinah via Istanbul ,November 2019,3,3,3,3,1,2,3,0,2019,12
turkish-airlines,1,I will not recommend, United States ,2019-12-24,,Business,Economy Class,Chicago to Delhi via Istanbul,December 2019,0,0,0,0,1,0,1,0,2019,12
turkish-airlines,1,worst customer service, United States ,2019-12-24,,Family Leisure,Economy Class,Cairo to Dublin via Istanbul,December 2019,1,2,1,0,1,0,1,0,2019,12
turkish-airlines,1,behaviour is not professional, United States ,2019-12-22,,Couple Leisure,Economy Class,Paris to Tehran via Istanbul,December 2019,0,0,0,0,1,0,1,0,2019,12
turkish-airlines,5,delayed four hours, United States ,2019-12-21,A321-200,Couple Leisure,Economy Class,Istanbul to Madrid,December 2019,3,2,3,0,1,0,3,0,2019,12
turkish-airlines,6,very rough and not friendly, United States ,2019-12-20,,Family Leisure,Economy Class,Singapore to Istanbul,December 2019,2,2,3,4,4,0,3,0,2019,12
turkish-airlines,1,mistreatment by Turkish Airlines, United States ,2019-12-20,,Solo Leisure,Economy Class,Istanbul to Berlin,January 2019,0,0,0,0,1,0,1,0,2019,12
turkish-airlines,2,such level poor handling, United States ,2019-12-17,,Business,Economy Class,Madrid to Addis Ababa via Istanbul,December 2019,2,1,2,1,1,1,1,0,2019,12
turkish-airlines,1,worst business class experience, United States ,2019-12-15,,Business,Business Class,Singapore to Malta via Istanbul,December 2019,3,1,1,3,1,0,1,0,2019,12
turkish-airlines,1,deserved zero rating, United States ,2019-12-14,,Solo Leisure,Economy Class,Birmingham to Delhi via Istanbul,December 2019,1,1,0,0,1,0,1,0,2019,12
turkish-airlines,8,dislike 2-3-2 business class layout, Canada ,2020-01-05,Boeing 777-300ER,Solo Leisure,Business Class,ORD to IST,January 2020,3,5,5,4,1,4,5,1,2020,1
turkish-airlines,1,disappointed with the treatment, Canada ,2020-01-05,Boeing 777 / A320,Couple Leisure,Business Class,Rome to Guangzhou via Istanbul,January 2020,2,1,2,3,1,2,1,0,2020,1
turkish-airlines,1,Terrible airline, Canada ,2020-01-04,,Couple Leisure,Economy Class,Dublin to Tokyo via Istanbul,September 2019,1,1,1,1,1,1,1,0,2020,1
turkish-airlines,4,crew was distinctly unfriendly, Canada ,2020-01-03,,Family Leisure,Economy Class,Cologne to Athens via Istanbul,December 2019,2,1,1,1,3,0,2,0,2020,1
turkish-airlines,1,will never forgive Turkish Airlines, Canada ,2020-01-03,,Family Leisure,Economy Class,Munich to Bahrain via Istanbul,December 2019,1,1,1,1,1,1,1,0,2020,1
turkish-airlines,5,far from customer-centered, Canada ,2020-01-03,A321 / Boeing 777-300ER,Solo Leisure,Business Class,Baku to Tokyo via Istanbul,December 2019,3,2,2,4,2,5,3,1,2020,1
turkish-airlines,1,provide a bad service, Canada ,2020-01-02,,Solo Leisure,Economy Class,Los Angeles to Minsk via Los Angeles,December 2019,1,1,1,2,1,1,1,0,2020,1
turkish-airlines,1,awful experience all around, Canada ,2020-01-02,,Family Leisure,Economy Class,Bahrain to London via Istanbul ,December 2019,1,1,1,1,1,1,2,0,2020,1
turkish-airlines,1,Turkish Airlines never again, Canada ,2020-01-01,A340,Couple Leisure,Economy Class,Beirut to Vienna via Istanbul,December 2019,1,1,1,3,1,1,1,0,2020,1
turkish-airlines,9,wonderful meal service, Canada ,2019-12-26,787 and A321,Solo Leisure,Economy Class,Washington to Baku via Istanbul,December 2019,5,5,5,5,5,0,5,1,2019,12
turkish-airlines,3,unprofessional and incompetent, United States ,2020-01-14,,Solo Leisure,Economy Class,Houston to  Istanbul,January 2020,3,3,3,3,1,3,2,0,2020,1
turkish-airlines,1,still didn’t get any refund yet, United States ,2020-01-14,,Family Leisure,Economy Class,Malta to Almaty via Instambul,January 2020,0,0,0,0,0,0,1,0,2020,1
turkish-airlines,1,will drive you to insanity, United States ,2020-01-13,,Solo Leisure,Economy Class,Istanbul to Milan,January 2020,2,1,1,1,1,1,1,0,2020,1
turkish-airlines,1,third rate underclass airline, United States ,2020-01-11,,Business,Economy Class,Malaga to Tehran via Istanbul,January 2020,1,1,1,2,1,0,1,0,2020,1
turkish-airlines,8,run out of some choices, United States ,2020-01-10,,Couple Leisure,Economy Class,Hurghada to Paris via Istanbul,January 2020,3,4,3,3,5,1,5,1,2020,1
turkish-airlines,1,travel two kids on one seat, United States ,2020-01-08,,Family Leisure,Economy Class,Lahore to San Francisco via Istanbul ,January 2020,3,2,1,3,2,0,1,0,2020,1
turkish-airlines,9,an excellent experience, United States ,2020-01-07,Boeing 787-9,Solo Leisure,Business Class,Athens to Bogota via Istanbul,December 2019,5,5,5,5,5,1,4,1,2020,1
turkish-airlines,1,Never use Turkish Airlines, United States ,2020-01-06,Boeing 777-300,Couple Leisure,Economy Class,Los Angeles to Nursultan via Istanbul,January 2020,2,3,3,3,1,0,3,0,2020,1
turkish-airlines,4,Turkish Airlines never again!, United States ,2020-01-06,A330,Couple Leisure,Economy Class,Saigon to Milan via Istanbul,January 2020,2,4,4,4,3,3,3,0,2020,1
turkish-airlines,8,great dinner on this flight, United States ,2020-01-06,Boeing 737-800,Solo Leisure,Economy Class,Edinburgh to Istanbul,December 2019,4,5,4,1,4,0,4,1,2020,1
turkish-airlines,1,put on the waiting list, Malaysia ,2019-12-13,A330,Family Leisure,Economy Class,Kuala Lumpur to Skopje via Istanbul,December 2019,2,3,2,3,1,1,1,0,2019,12
turkish-airlines,2,experience soured our holiday, Malaysia ,2019-12-12,,Family Leisure,Economy Class,Zagreb to Kuala Lumpur via Istanbul,December 2019,2,3,2,3,1,0,2,0,2019,12
turkish-airlines,2,never had worse experience, Malaysia ,2019-12-10,,Business,Economy Class,Amsterdam to Tashkent via Istanbul,December 2019,2,3,1,5,1,1,1,0,2019,12
turkish-airlines,8,service and staff quality is decreasing, Malaysia ,2019-12-10,A321,Business,Economy Class,Istanbul to Milan,December 2019,5,4,4,5,4,0,5,1,2019,12
turkish-airlines,3,staff even mock you, Malaysia ,2019-12-09,,Solo Leisure,Economy Class,Istanbul to Kuala Lumpur,December 2019,1,3,2,4,1,0,2,0,2019,12
turkish-airlines,2,it has been a nightmare, Malaysia ,2019-12-09,,Solo Leisure,Economy Class,Rome to Delhi via Istanbul,November 2019,1,3,0,0,1,0,1,0,2019,12
turkish-airlines,8,The food is very good, Malaysia ,2019-12-07,,Solo Leisure,Economy Class,Lisbon to Singapore via Istanbul,November 2019,4,5,5,3,5,3,5,1,2019,12
turkish-airlines,1,very disappointed, Malaysia ,2019-12-07,,Solo Leisure,Economy Class,Toronto to Tehran via Istanbul,December 2019,2,3,0,0,2,0,1,0,2019,12
turkish-airlines,1,not recommend this airline, Malaysia ,2019-12-06,,Family Leisure,Economy Class,Amsterdam to Doha via Istanbul,December 2019,0,0,0,0,0,0,1,0,2019,12
turkish-airlines,8,managed to get a very good fare, Malaysia ,2019-12-06,A330,Solo Leisure,Economy Class,Istanbul to Cape Town,December 2019,4,4,1,4,5,0,5,1,2019,12
turkish-airlines,2,cannot recommend this airline, United States ,2019-12-06,,Couple Leisure,Economy Class,Chicago to Skopje via Istanbul,June 2019,1,4,4,1,2,0,2,0,2019,12
turkish-airlines,2,The staff are all rude, United States ,2019-12-03,,Couple Leisure,Economy Class,Cairo to Manila via Istanbul,November 2019,2,4,4,4,1,3,1,0,2019,12
turkish-airlines,1,never fly with this terrible airline, United States ,2019-12-03,,Couple Leisure,Economy Class,Denpasar to Vilnius via Istanbul,November 2019,1,4,4,4,1,1,1,0,2019,12
turkish-airlines,1,a very bad service, United States ,2019-12-02,,Business,Economy Class,Atlanta to Dubai via Istanbul,November 2019,1,1,1,1,1,1,1,0,2019,12
turkish-airlines,1,rude air hostesses, United States ,2019-12-01,,Family Leisure,Economy Class,San Francisco to Lahore via Istanbul,November 2019,1,1,1,4,1,1,1,0,2019,12
turkish-airlines,1,Stay away from Turkish Airlines, United States ,2019-11-30,,Business,Business Class,Toronto to Tehran via Istanbul,December 2018,0,0,0,0,0,0,1,0,2019,11
turkish-airlines,1,never use their terrible service, United States ,2019-11-30,,Business,Economy Class,Sofia to Zaporizhia via Istanbul,November 2019,4,5,3,3,1,0,1,0,2019,11
turkish-airlines,9,excellent experience, United States ,2019-11-28,"Boeing 777W, A330",Solo Leisure,Business Class,Athens to Kathmandu via Istanbul,November 2019,5,5,5,5,5,4,5,1,2019,11
turkish-airlines,2,I don't recommend them, United States ,2019-11-25,,Couple Leisure,Economy Class,Istanbul to London,November 2019,2,3,2,1,1,0,1,0,2019,11
turkish-airlines,8,Friendly and hyper attentive staff, United States ,2019-11-22,A330-300 (A333),Solo Leisure,Economy Class,Kayseri to İstanbul ,October 2019,5,5,4,1,2,0,5,1,2019,11
turkish-airlines,8,Good food and drinks, Italy ,2019-11-22,A321,Solo Leisure,Economy Class,Milan to Istanbul,October 2019,4,4,4,4,4,0,5,1,2019,11
turkish-airlines,9,Excellent value for money, Italy ,2019-11-22,A330-200 (A332),Solo Leisure,Economy Class,Istanbul to Milan ,October 2019,4,4,4,5,5,0,5,1,2019,11
turkish-airlines,1,worst long haul business class, Italy ,2019-11-22,Boeing 777-300er,Business,Business Class,Singapore to Istanbul,November 2019,2,1,0,1,1,0,1,0,2019,11
turkish-airlines,8,Would definitely recommend, Italy ,2019-11-20,A330,Solo Leisure,Economy Class,Cape Town to Istanbul,November 2019,4,4,3,5,5,0,5,1,2019,11
turkish-airlines,9,Impressive flight, Italy ,2019-11-20,A321neo,Business,Business Class,Istanbul to Zurich,November 2019,4,5,5,5,4,5,5,1,2019,11
turkish-airlines,1,problem receiving our luggage, Italy ,2019-11-15,,Family Leisure,Economy Class,Istanbul to Shiraz,November 2019,1,3,3,3,1,1,2,0,2019,11
turkish-airlines,2,didn't deliver our luggage, Italy ,2019-11-15,,Family Leisure,Economy Class,Istanbul to Shiraz,November 2019,1,2,3,3,2,0,2,0,2019,11
turkish-airlines,8,"had delicious meals
", Italy ,2019-11-15,Boeing 787,Family Leisure,Economy Class,Washington to Odesa via Istanbul,September 2019,3,5,5,5,5,0,5,1,2019,11
turkish-airlines,3,No WIFI on board!, Italy ,2019-11-12,A333,Solo Leisure,Economy Class,Istanbul to Montreal ,November 2019,3,1,4,4,3,1,1,0,2019,11
turkish-airlines,7,entertainment not activated, Italy ,2019-11-12,,Solo Leisure,Economy Class,Istanbul to Tel Aviv,November 2019,2,3,3,2,3,1,3,0,2019,11
turkish-airlines,2,suitcase went missing, Turkey ,2019-11-11,,Family Leisure,Economy Class,Vienna to Ankara,October 2019,2,3,3,3,1,0,2,0,2019,11
turkish-airlines,1,l would not recommend, Turkey ,2019-11-11,A330,Family Leisure,Economy Class,New York JFK to Istanbul,October 2019,1,3,1,3,1,1,1,0,2019,11
turkish-airlines,7,looks a low cost airline, Turkey ,2019-11-11,Boeing 737-900,Business,Economy Class,Istanbul to Ankara,November 2019,4,4,2,3,4,0,4,1,2019,11
turkish-airlines,1,not happy with their services, Turkey ,2019-11-11,,Solo Leisure,Economy Class,Frankfurt to Tehran via to Istanbul,August 2019,1,1,1,1,1,1,1,0,2019,11
turkish-airlines,9,Meal was excellent, Turkey ,2019-11-09,A321neo,Business,Business Class,Milan to Istanbul,November 2019,5,4,5,5,3,5,5,1,2019,11
turkish-airlines,1,Horrendous airline and staff, Turkey ,2019-11-09,,Family Leisure,Economy Class,Istanbul to London,November 2019,1,2,3,3,1,0,1,0,2019,11
turkish-airlines,2, won't travel again with Turkish Airlines, Turkey ,2019-11-08,,Family Leisure,Economy Class,Montreal to Delhi via Istanbul ,October 2019,2,1,1,1,1,0,2,0,2019,11
turkish-airlines,8,bad treatment for disabled persons, Turkey ,2019-11-05,A320 / Boeing 737-900,Business,Economy Class,Copenhagen to Batumi via Istanbul,October 2019,4,5,5,5,2,0,4,1,2019,11
turkish-airlines,8,a pleasant flight, Turkey ,2019-11-04,,Couple Leisure,Economy Class,Nuremberg to Hong Kong via Istanbul,October 2019,5,3,5,4,3,3,5,1,2019,11
turkish-airlines,2,no help and cooperation, Turkey ,2019-11-03,,Solo Leisure,Economy Class,Dubai to Skopje via Istanbul,June 2019,0,0,0,0,0,0,2,0,2019,11
turkish-airlines,2,"most unpleasant, rude staff", Belgium ,2019-11-01,,Solo Leisure,Economy Class,Brussels to Istanbul,October 2019,3,1,3,3,1,0,2,0,2019,11
turkish-airlines,1,"Lesson learned, never again", Belgium ,2019-10-31,,Solo Leisure,Economy Class,Doha to Munich via Istanbul,October 2019,2,1,0,4,1,1,1,0,2019,10
turkish-airlines,8,pretty adequate service, Belgium ,2019-10-28,Boeing 737-800,Couple Leisure,Economy Class,Dalaman to Ankara,October 2019,4,5,4,0,4,0,4,1,2019,10
turkish-airlines,10,crew was very helpful, Belgium ,2019-10-28,B777-300,Business,Economy Class,Istanbul to Izmir,October 2019,5,4,4,5,5,0,5,1,2019,10
turkish-airlines,3,Super hot cabin, Belgium ,2019-10-27,,Solo Leisure,Economy Class,Los Angeles to Istanbul,July 2019,1,1,1,4,4,0,4,0,2019,10
turkish-airlines,2,unhelpful and super rude, Belgium ,2019-10-27,,Couple Leisure,Business Class,Lvov to Istanbul,October 2019,4,4,4,4,1,2,3,0,2019,10
turkish-airlines,1,Very bad experience, Belgium ,2019-10-25,,Couple Leisure,Economy Class,Istanbul to Toronto,December 2018,2,1,1,2,1,1,1,0,2019,10
turkish-airlines,3,ordered a gluten free meal, Belgium ,2019-10-24,,Business,Economy Class,İstanbul to Hamburg,September 2019,2,2,2,2,2,2,2,1,2019,10
